Sensor,R2_Test,Outdoor PC(0.1),Outdoor PC(0.3),Outdoor PC(0.5),Outdoor PC(1.0),Outdoor PC(2.5),Outdoor PC(5.0),Outdoor PC(10.0),Outdoor PM(0.1),Outdoor PM(0.3),Outdoor PM(0.5),Outdoor PM(1.0),Outdoor PM(2.5),Outdoor PM(5.0),Outdoor PM(10.0),Outdoor Pressure,Outdoor Temperature,Outdoor Humidity,Outdoor Dew Point,Outdoor Wind Direction,Outdoor Wind Speed,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,SolarZenithAngle
ind01,0.8558972859863854,0.4065187335936578,0.1571924187194927,4.6568854980790935,2.326916798051476,0.22582049172688892,0.22216362314280486,0.15702438626438395,0.0,0.04895802764810503,0.21831641479886704,0.09431395654561099,0.3855263351328699,0.2813758443042332,0.05900598229587115,0.21039419796534267,0.94273418551649,0.28912958552782186,0.6199828828176004,0.14386221973673594,0.09147174582929486,0.11751952401157963,0.03302870538686869,0.07551642231476949,0.031721792344774014,0.03688121862038782,0.016111087735649166,0.11374155829058698,0.3010779738103021,0.058749194619198426,0.22432170261926412,0.00594276091950247,0.21392587069292116,0.1301987314162399,0.0,0.033430333345815855,0.01603401584385603,0.1009004269924032,0.07922630694598715,0.28488010646499995
ind02,0.967591432853334,0.4766267399085422,0.1168343614031973,4.728234608383954,2.7473202172957163,0.2438818330166822,0.09116035014505526,0.0,0.0,0.04451023772404061,0.13791040063782248,0.050917071655877194,0.1434868339081206,0.586312765111505,0.0,0.20473003501353979,0.4421950155797008,0.10922339313525496,0.25286628576606635,0.0619305756549075,0.12213297566990255,0.08854639287471536,0.033429976382502356,0.07537380013146175,0.04257185406489152,0.03992990165046654,0.07726142142583388,0.07862618919694382,0.3998325242706814,0.03265693765376869,0.1960046614607848,0.0177361452062661,0.059146243353095485,0.06185686351401902,0.0,0.013390622932110836,0.00023749087330885232,0.13503090304756732,0.07599225925865041,0.30309251877621474
ind03,0.9681184914026979,0.4462703716711714,0.03964198186772155,4.802617938864031,2.638551966308167,0.25004677485199134,0.09659046283196444,0.0,0.0,0.040992292173586985,0.08760836138460866,0.11324615230154225,0.1008398697473152,0.18730219566094586,0.0,0.2216068779272681,0.4286408474926998,0.1427610048491745,0.29657256293724965,0.049878844053525336,0.12703622369426937,0.06330191701229382,0.00664981718139376,0.0407111854096566,0.05343425630424546,0.033111297285456635,0.02171342896834015,0.07548040935273077,0.31927148454913234,0.04328825271618235,0.2755815528727076,0.026197860739516354,0.042872663607567106,0.05420504792589171,0.0,0.01155808429662632,0.0005599751447606831,0.08904607080132397,0.0863276980193427,0.4005379121290547
ind04,0.9688662811219524,0.3762864869024374,0.15396976993816944,5.0886612291146935,3.2477404281518343,0.15114872156599543,0.3729681141484443,0.0,0.0,0.08680648502923329,0.14881235087561648,0.12098320337443326,0.0698418327812047,0.2183287137241295,0.006652996011506733,0.1953041119027362,0.30538736255832144,0.131094708790349,0.25793010069318406,0.05256954191860633,0.10396704541305202,0.07459073183371805,0.053795016605836625,0.04784574375827386,0.05417247684894511,0.03474578568391147,0.016949910279716134,0.13774913040880257,0.4123424867172811,0.03233744065864829,0.2006337089526012,0.008093733908731818,0.044289829946440616,0.03235818960785368,0.00042875255989842105,0.02056364133773252,0.01499888346750282,0.18284183487106942,0.07113653750432665,0.22993418196027998
ind06,0.9827953783222144,0.1340937687323349,0.10208904531371644,2.756887221196655,2.6221158734319028,0.16661450275784953,0.09544050427862674,0.06558633397459963,0.0,0.045027403887259176,0.12582733237318944,0.10656141165425935,2.956609080032436,0.6435879696089001,0.026869680934941832,0.15031962644474464,0.3523256766753082,0.20778999920175198,0.11134953957242864,0.038650325357445114,0.040726863592581514,0.0669842128343137,0.04363075723651798,0.05128271625603385,0.03383879737835317,0.02121288112324926,0.026387829135789936,0.10085134039806225,0.2938977407943825,0.06168801603677304,0.29924801138285345,0.021054394118438916,0.08077905415555806,0.033116284346403825,0.0,0.02203947594256578,0.0004479842035865295,0.0775564604991999,0.04087653544987193,0.08858491300495618
ind07,0.9745443893167668,0.1538545568063897,0.07229612331231747,4.6157838062795005,2.7336285145412647,0.18463419186210345,0.1336081929740485,0.0,0.0,0.05440311207129187,0.10557465446875337,0.05067841535234443,0.38812980863857166,0.9079599190334156,0.017549404400332064,0.21300610928706462,0.4374148783267926,0.0929251230689832,0.25525891297915654,0.0436429129220411,0.1317974198175232,0.03829345547641321,0.027544031711611926,0.07026349128627621,0.02562183797699195,0.027227171314388957,0.05661010734684174,0.07366750748420303,0.3146952372762958,0.02769556908794154,0.20563765379595134,0.03537230740682746,0.028230188387036333,0.01864606662975595,0.0,0.013881229608240531,0.016867977410244064,0.0729012800848933,0.06174008935877646,0.3143532535353386
ind08,0.9768701100731064,0.254801081722225,0.055254423836800785,3.604045066337789,2.3704102537275498,0.23398871266466603,0.07690137753117618,0.0392802913442161,0.0,0.04168336539436915,0.15200848823551844,0.11555511452407627,1.4350623650233099,0.6197372528110893,0.007407643918641874,0.2479608536000514,0.5615385781271611,0.10997171167433918,0.23438036054509656,0.07342987210799233,0.06379899481435558,0.035961298298197185,0.01261643727038521,0.04131369427648652,0.009383551785461616,0.023800007929289754,0.03470977277311258,0.0731311573862535,0.2591723271252998,0.032165682759411146,0.09472816916134062,0.004660357799381596,0.017542920554989537,0.021508030309005974,0.0,0.005599350070544753,0.005002964990800252,0.07016923681939376,0.08272228674315278,0.14410233630106392
ind09,0.9366435149704453,0.5965926821378414,0.11742003278893628,3.366040901348869,2.6774034165092635,0.26186609811686423,0.16057353520616527,0.0,0.0,0.04553443982949448,0.19633517656039082,0.0833713088518067,0.03416923958962786,1.095009964850172,0.024341483945033965,0.24874100356682832,0.5344336795718927,0.1805408272994924,0.36360023423623605,0.12147680314546333,0.07090873880579361,0.04479146296356055,0.024472862435084567,0.054061625305543516,0.056777222466792204,0.06095258172753909,0.01904970965995338,0.1205810383111831,0.2007921301828687,0.08360117176394904,0.33677740225724867,0.017040175574683906,0.07181642951685144,0.031231272517215684,0.0,0.01571289263674406,0.007234671154454699,0.0953543152074737,0.1386607670047348,0.13989384756818518
ind10,0.9571397428953685,0.5345004821888157,0.08392974860065344,2.0032227999295893,4.608474662656875,0.18184824872578156,0.16112112811999735,0.0,0.0,0.09034910436555259,0.22425256101497276,0.12525875955915147,0.4070295362797716,0.506171401089355,0.0,0.2642267169312228,0.6367848684572645,0.11845680241853115,0.28572171946744795,0.11927986403030176,0.09701465040846184,0.033305700879561494,0.015204669996253216,0.04134164261572413,0.013081088875238189,0.04681795204545727,0.021815521400217544,0.07280248401708009,0.1884737782644531,0.021008246793018145,0.1900660019835543,0.00041807814089581347,0.01849145309725833,0.04219190691931815,0.005170655235061411,0.008828935654649957,0.0,0.08417736143612771,0.06194298762732925,0.3089786043670388
ind11,0.9515452332005341,0.2829942955404004,0.08483382229416983,4.877018691178725,3.2503445745507933,0.2633285735610821,0.12151705038035106,0.29272009457510384,0.0,0.0463321885052375,0.10354715085571688,0.14971144994005542,0.5113356625046732,0.6107502429743371,0.012931133854130701,0.21997086969730567,0.8552395030539465,0.19622907512508586,0.26363215732982953,0.13575353297126125,0.09549544408579339,0.08753710418395644,0.006405664733562161,0.1252520597838109,0.04117729117879642,0.02286800833168209,0.018707577205217662,0.21038952753281023,0.3793241909242953,0.06761319307486896,0.17362163506579478,0.032509422219092636,0.2504303231051163,0.057873099842818895,0.0,0.01894442339783622,0.0004335441887797788,0.10824806244762361,0.08030790550534844,0.19283823559343463
