Sensor,Lag_Minutes,MSE_Test,RMSE_Test,R2_Test,MSE_Train,RMSE_Train,R2_Train,Outdoor PC(0.1),Outdoor PC(0.3),Outdoor PC(0.5),Outdoor PC(1.0),Outdoor PC(2.5),Outdoor PC(5.0),Outdoor PC(10.0),Outdoor PM(0.1),Outdoor PM(0.3),Outdoor PM(0.5),Outdoor PM(1.0),Outdoor PM(2.5),Outdoor PM(5.0),Outdoor PM(10.0),Outdoor Pressure,Outdoor Temperature,Outdoor Humidity,Outdoor Dew Point,Outdoor Wind Direction,Outdoor Wind Speed,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,SolarZenithAngle
ind12,-130,1.426137790801583,1.1942101116644352,0.9649717323352635,0.7726869032541913,0.8790261106782843,0.98134820223914,0.03959792164262275,0.03118693892128428,0.09051836952808805,0.8485452647311383,0.07262891433243306,0.008279011714816153,0.03708289856354763,0.0,0.0025748128271403602,0.0013313944259126576,0.0035987972062035524,0.01745860824772294,0.02650683425269442,0.0017590536198102801,0.017435505259254126,0.0731678431951448,0.038921990767394735,0.041620354948026295,0.00857584355990848,0.005763390479857989,0.010704275531820805,0.0003107307958796879,0.003189833846513479,0.0012358953397827222,9.328295694803757e-05,0.0002485704951560086,0.031175928560736765,0.08500762984846037,0.0008902474881679501,0.017685364490060397,0.00031820163290070537,0.27052006239811066,0.00024228865622437644,1.9887462969303547e-05,0.0005136083792653511,4.24580687078846e-05,0.001503135395761479,0.0027693459921900978,0.010251072243138148
ind13,-120,1.4897513203673574,1.2205536941762773,0.9634163308091174,0.6817137519505428,0.8256595859980933,0.9834298457974907,0.29572608409408907,0.003831227848718122,0.1661712977394823,0.8431526978285824,0.07352930647541889,0.0033614634256699193,0.012703938667949454,0.0,0.0018236242500892397,0.12163862255030618,0.004379353647928697,0.004782645579869271,0.051705646798811046,6.51273224325788e-06,0.012909883439749503,0.14769189720724163,0.03366207418652907,0.09194660274182413,0.005426070395910254,0.005553438550344647,0.013649817938493892,0.00010946076708417962,0.004458572904202129,0.0011346662579368116,3.72624612518857e-05,0.00037006743666172514,0.020065990613357388,0.09771595570263229,0.0002449604830859764,0.06263449291338778,0.0006443624860056118,0.07448151885611651,5.572036169323447e-05,0.0,0.0009924362314571277,1.9251854030555293e-05,0.005913427805839455,0.001794498096600461,0.012190704709371092
ind14,-120,1.1673849351748324,1.0804558922856742,0.9604190275592329,0.5793391825852628,0.7611433390533369,0.9800830759083009,0.19349327002419975,0.03395503869646732,0.15252603284894514,1.0391406137232646,0.11358774580479561,0.0048085288383982626,0.0,0.0,0.003432305842299921,0.007498368047446369,0.007833238870060887,0.0036551824236140894,0.009961423614812915,0.00015808683899871668,0.02235678648552326,0.05426670244183742,0.00919810355623234,0.026369366815062058,0.002069099494108806,0.00385533100420925,0.0010322086708857148,0.00014396855858138656,0.003388506545593284,0.0013500663632623811,0.0003253071174407651,0.00023187341601227374,0.008356544314233449,0.02446980735393569,0.0009565681819124316,0.01231972711263991,0.0007049726804432055,0.0016543059858673103,0.00041526301409531283,9.236888690145051e-07,0.0004691740012545909,0.00022744570412045473,0.003423157719514025,0.002312469582618326,0.011593131688162872
ind15,-130,1.4287146108521254,1.195288505279008,0.9635930732629208,0.6922282692609317,0.8320025656576617,0.9827408378881093,0.02071837392835345,0.0038335197315944925,0.14094413105434483,0.6472631789101385,0.035909512307419365,0.004968098786357467,0.0228688213773502,0.0,0.0008893165329867614,0.0063969601591517215,0.0018670190116580666,0.011855278955884452,0.08886320364414442,0.0002994611380783718,0.020542054432838075,0.04522822568491096,0.04070145497776641,0.022727318543750475,0.018328736741765828,0.011635471837094392,0.014694910639387281,9.258875037418957e-05,0.002480866579617147,0.0010568257414313997,1.2454597708799753e-05,0.0004868272958701958,0.009652531627176941,0.09972259831768553,0.0007049152011690208,0.05389641488446852,0.00045190576750338,0.014490471301665342,7.860831668715651e-05,0.0,0.0010191134569344173,2.228467336375939e-05,0.0008453368384098381,0.003238176788013769,0.01348608943446714
ind16,-170,0.9148004038733326,0.9564519872284927,0.9736291651270204,0.5034934074196843,0.7095726935414611,0.9852126665119231,0.019768767108653627,0.0034144701048737904,0.09243000251172503,1.0247307932715848,0.02158004339209858,0.0025663347082718778,-2.9824741795136944e-06,0.0,0.0013781265492926354,0.0028832403391359394,0.0012970737271376764,0.014114475816990902,0.021622048944731742,0.0,0.02227195647784752,0.030275722668637893,0.004523102388979394,0.016944700416193493,0.000993881897888338,0.0018148982993473118,0.0013035547375080726,0.0003854527370978467,0.0012293628225632958,0.0014348478182378832,7.148770708602648e-05,0.00027721493637380414,0.0060323691531956715,0.017809393113926618,0.0004793579014186866,0.01580866033411512,0.0005233070623986702,0.000753205266703949,0.00021768960976189521,0.0,0.0002884000455655622,-1.5498662925494956e-06,0.0011614547545301557,0.0007584325116700485,0.0035287882463707508
ind17,-140,2.532528251596131,1.5913919226878497,0.9527769456890859,0.8126635669088523,0.9014785448965784,0.9833761585463034,0.020476043942675527,0.006203159429813465,0.10868126355376262,0.5932849353122805,0.05121048760598377,0.009411963764636688,0.0,0.0,0.0024829103583221103,0.0033885919769881534,0.002030022426376554,0.005297159312258737,0.007361254473883694,0.0,0.03773571797391186,0.029464958491786365,0.11310720669757376,0.04493266415798673,0.01281344800553963,0.02856388563031469,0.07041184562415148,0.0017692267474920698,0.0028543288095661977,0.0013918533894773377,6.6681049593309e-05,0.00017572115796131714,0.2178030880864339,0.05594478883895464,0.0028412343807780347,0.01584778934573785,0.02320152298739131,0.29253415059176524,0.0002197908522451053,0.0,0.0007133765460099583,0.0,0.002543615815871636,0.02120503859623717,0.024233931308238255
ind18,-160,1.1937088341580497,1.092569830334908,0.9712419989855434,0.7035356266408308,0.8387703062464901,0.9828700197295885,0.020266461211709098,0.0014075638199067876,0.11745670439374076,0.8625564704716359,0.05097511253467546,0.0028772691385600567,0.013987684615881424,0.0,0.0004347768515536421,0.0015733217536007427,0.0017690804469980392,0.005869728792220896,0.07053920544508765,9.62917390610718e-05,0.008649352870289406,0.057276568233469737,0.010792964203752597,0.021696269706254823,0.005913023229226488,0.009719773492347584,0.0032209298711228353,0.0002362394182880756,0.001514448581600658,0.0019270947812382922,8.587185240838125e-06,0.000479027984056879,0.006128561517782072,0.1561922472918403,0.0002908887110166569,0.041982823734814545,0.00037337370409396,0.023495291804605144,0.00011490483987692812,1.0559030970025418e-06,0.00014891562575034545,1.482439885371889e-05,0.001438579478130264,0.0028171016193660582,0.007079219357319677
ind19,-130,0.9668825841972857,0.9833018784672821,0.9718876014568478,0.5371268417489762,0.7328893789303923,0.9837325674670234,0.02348559579035281,0.0012374540940985669,0.12682700397444374,0.7533329678946631,0.052878563428203205,0.003546306235790242,0.0,0.0,0.0007704633056850429,0.0013370467929730624,0.007047024337341124,0.016968039497743483,0.017028662430395712,0.009841657647770608,0.01826328785719351,0.024333233339774708,0.0039470006888281395,0.01717790056751616,0.0015716931119941879,0.001906956963473605,0.001951129666001017,0.00016574228389998336,0.0022514096389512294,0.0005903992966295624,2.5252970031552914e-05,0.00010948696361394728,0.004208524427476901,0.010401155377493709,0.0007263890583335319,0.012950975260156362,0.00021867698017397075,0.0008865129841003183,0.00012324969944030873,-3.284407954029511e-06,0.0001941383379132855,7.823752818492125e-07,0.0013085388459369574,0.0029749534044831273,0.006093509972300471
ind20,-150,1.363053399435427,1.1674987792008293,0.9691705274892128,0.7968064321372361,0.8926401470566043,0.9810733355621575,0.02739621970960422,0.00337901816745223,0.11825162458872478,0.7605558659011308,0.1458265691018448,0.0037434249021141897,0.03498956590530946,0.0,0.0010016391051338226,0.003243639885498295,0.0035095555879759875,0.0018709355028813767,0.029235857179267178,0.0,0.010414804881265005,0.04057832090296569,0.011051739763361889,0.027252359524425174,0.005922482423115061,0.004268890428556027,0.01711324425224838,0.0002422533744837807,0.004050961828231859,0.0012166848345979808,8.47891405938439e-05,0.0011511069536522145,0.013224426307428327,0.07090454529039314,0.000988614232405749,0.03248492332121757,0.0009310368165649452,0.05725951879956106,5.496742413653166e-05,0.0,0.0004934725980131338,6.793408066529949e-06,0.0038660088647408442,0.003131507661227406,0.012904676952557126
ind21,-140,3.6649885664081476,1.9144159857272787,0.9262995560292169,1.1228906770080973,1.0596653608607283,0.9796371041506395,0.030418840066277996,0.012236801060461855,0.23585288756011097,0.38968138227419014,0.06236480353120184,0.012265900180613798,0.014079964463210382,0.0,0.006273018257012386,0.002120225624405947,0.0017077805524835954,0.005553799585018693,0.018690415964108077,0.00021032033337446964,0.06983018415785713,0.10135472236704753,0.04486400578967684,0.2387053806221469,0.04551238552895594,0.012242145241565217,0.02074709751100854,0.0011622084647430863,0.001265547517710086,0.004845492873249757,0.00012444548290406753,0.00044446618308622286,0.11654920152190698,1.061926625475944,0.0013174810957389926,0.20464374786725276,0.007680774649219901,0.7446634843947584,0.0003635489741244502,0.0,0.0073446961063160735,1.832360248390508e-05,0.034437882438510536,0.0016959728674626807,0.07138810376575067
