Sensor,Feature,Permutation_Importance,SHAP_Value
ind09,Outdoor PC(1.0),0.9649814140182714,5.405623326175118
ind10,Outdoor PM(5.0),0.010598550402010432,0.29327803416733816
ind10,SolarZenithAngle,0.012135326483555708,0.31160507999626896
ind10,Outdoor Pressure,0.022249016700697233,0.3632853666360425
ind10,Outdoor Dew Point,0.022292556666933083,0.4781341002248009
ind10,Outdoor PC(0.1),0.018800598911406154,0.5318695749728859
ind10,Outdoor Temperature,0.032317631804141114,0.577663281243572
ind10,Outdoor PC(0.5),0.0667217953222756,1.0163550648222914
ind10,Outdoor PC(2.5),0.08454241327419106,1.0659797737869972
ind10,Outdoor PC(1.0),1.1505603353219218,6.305424689112706
ind11,645nm,0.05328529373487538,0.2922159146833459
ind11,585nm,0.09693970737220596,0.33032588061994694
ind11,Outdoor Temperature,0.08676633839545704,0.8585418955802501
ind11,Outdoor PC(2.5),0.06683495752695882,0.9122116618596415
ind11,Outdoor PC(0.5),0.17748349979892658,2.6504535039636092
ind11,Outdoor PC(1.0),0.6967868247089222,6.4172961182966395
ind12,Outdoor Dew Point,0.041620354948026295,0.4957663338868258
ind12,Outdoor PC(10.0),0.03708289856354763,0.5013517743940932
ind12,585nm,0.08500762984846037,0.5384246124984956
ind12,Outdoor PC(0.1),0.03959792164262275,0.6193426944983305
ind12,Outdoor Temperature,0.0731678431951448,0.7352418234621814
ind12,Outdoor PC(2.5),0.07262891433243306,0.8711437521826755
ind12,Outdoor PC(0.5),0.09051836952808805,1.7349384533202363
ind12,Outdoor PC(1.0),0.8485452647311383,6.7839831233776
ind13,645nm,0.06263449291338778,0.40953074349302
ind13,585nm,0.09771595570263229,0.5231819755567665
ind13,Outdoor PM(0.5),0.12163862255030618,0.5982027770617261
ind13,Outdoor Temperature,0.14769189720724163,1.0097133564708114
ind13,Outdoor PC(2.5),0.07352930647541889,1.3452948158634643
ind13,Outdoor PC(0.1),0.29572608409408907,1.6386187549474152
ind13,Outdoor PC(0.5),0.1661712977394823,3.1617366719009117
ind13,Outdoor PC(1.0),0.8431526978285824,6.1872863906850375
ind14,585nm,0.02446980735393569,0.25947801355952943
ind14,Outdoor Dew Point,0.026369366815062058,0.30441525485613635
ind14,Outdoor PC(0.3),0.03395503869646732,0.33502240578964876
ind14,Outdoor Temperature,0.05426670244183742,0.7254568667835977
ind14,Outdoor PC(2.5),0.11358774580479561,1.1016692248342963
ind14,Outdoor PC(0.1),0.19349327002419975,1.1816705950191653
ind14,Outdoor PC(0.5),0.15252603284894514,1.978174602094199
ind14,Outdoor PC(1.0),1.0391406137232646,5.743100956435479
ind15,645nm,0.05389641488446852,0.3493804426111965
ind15,Outdoor Dew Point,0.022727318543750475,0.3736616838280918
ind15,585nm,0.09972259831768553,0.42071909055367135
ind15,Outdoor Temperature,0.04522822568491096,0.6698221925083738
ind15,Outdoor PC(2.5),0.035909512307419365,0.733899784394425
ind15,Outdoor PM(5.0),0.08886320364414442,1.455038330153301
ind15,Outdoor PC(0.5),0.14094413105434483,2.096422530307766
ind15,Outdoor PC(1.0),0.6472631789101385,5.098397598980614
ind16,645nm,0.01580866033411512,0.2598302870774568
ind16,Outdoor Dew Point,0.016944700416193493,0.2606897345970481
ind16,Outdoor Pressure,0.02227195647784752,0.34389994658775225
ind16,Outdoor PC(2.5),0.02158004339209858,0.36982434362919725
ind16,Outdoor PC(0.1),0.019768767108653627,0.4038053300674065
ind16,Outdoor Temperature,0.030275722668637893,0.5163446419969363
ind16,Outdoor PM(5.0),0.021622048944731742,0.5583955946470613
ind16,Outdoor PC(0.5),0.09243000251172503,1.4843091907325312
ind16,Outdoor PC(1.0),1.0247307932715848,5.8122270309409085
ind17,705nm,0.29253415059176524,0.31296344283693917
ind17,Outdoor Dew Point,0.04493266415798673,0.3518481523488127
ind17,Outdoor Pressure,0.03773571797391186,0.45247311421840486
ind17,Outdoor PC(2.5),0.05121048760598377,0.7511595490505595
ind17,560nm,0.2178030880864339,0.7521213203611701
ind17,Outdoor PC(0.5),0.10868126355376262,1.9298171808101914
ind17,Outdoor PC(1.0),0.5932849353122805,4.94734842364509
ind18,585nm,0.1561922472918403,0.35566563804085793
ind18,Outdoor Dew Point,0.021696269706254823,0.3724438152591148
ind18,645nm,0.041982823734814545,0.49252821084219944
ind18,Outdoor PC(0.1),0.020266461211709098,0.5526035058408616
ind18,Outdoor Temperature,0.057276568233469737,0.7758421974691923
ind18,Outdoor PC(2.5),0.05097511253467546,0.8108955664109345
ind18,Outdoor PM(5.0),0.07053920544508765,0.9016541137589971
ind18,Outdoor PC(0.5),0.11745670439374076,2.1531984642096567
ind18,Outdoor PC(1.0),0.8625564704716359,6.143615711557811
ind19,Outdoor Pressure,0.01826328785719351,0.33594967197763004
ind19,Outdoor Dew Point,0.01717790056751616,0.367632904651569
ind19,Outdoor PM(5.0),0.017028662430395712,0.38844807341292514
ind19,Outdoor Temperature,0.024333233339774708,0.425995884903258
ind19,Outdoor PC(0.1),0.02348559579035281,0.6434916676875518
ind19,Outdoor PM(2.5),0.016968039497743483,0.7929020986813372
ind19,Outdoor PC(2.5),0.052878563428203205,1.0389503407791587
ind19,Outdoor PC(0.5),0.12682700397444374,2.041334362014492
ind19,Outdoor PC(1.0),0.7533329678946631,5.658810442280178
ind20,645nm,0.03248492332121757,0.30903849127773236
ind20,585nm,0.07090454529039314,0.3622035054074757
ind20,Outdoor PC(0.1),0.02739621970960422,0.5328035590381752
