,Outdoor PC(0.1),Outdoor PC(0.3),Outdoor PC(0.5),Outdoor PC(1.0),Outdoor PC(2.5),Outdoor PC(5.0),Outdoor PC(10.0),Outdoor PM(0.1),Outdoor PM(0.3),Outdoor PM(0.5),Outdoor PM(1.0),Outdoor PM(2.5),Outdoor PM(5.0),Outdoor PM(10.0),Outdoor Pressure,Outdoor Temperature,Outdoor Humidity,Outdoor Dew Point,Outdoor Wind Direction,Outdoor Wind Speed,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,SolarZenithAngle
410nm,0.002871942226089575,0.0019500199161162535,-0.00028947696414159186,-0.0008345573172422324,-0.001161141745817086,-0.0010853645728583982,-5.795768740583747e-05,0.002871942185003725,0.0020288309353782446,0.00044340675286145604,2.2575912245453168e-05,-0.00018706245082716978,-0.00025000764828664524,-0.0002501955119336307,-0.0001404355032198379,0.007732636042417363,-0.005624199520950046,0.004603323942941558,-0.003422012574346253,-0.0036473406705223063,1.0,0.11378902842694442,0.11307177364673017,0.11378902842694914,0.11322477060893078,0.08257001610068873,0.1132247706093053,0.05444557924390189,0.11378902842706741,0.06865009079229827,0.06992207529397912,0.08262971665021629,0.11378902842688489,0.11378902842692443,0.11378902842689022,0.11332506328307806,0.11378902842641091,0.1137890284263288,0.004386501858217689
435nm,0.008815359300122175,0.0027334492194295446,-0.008900333376115488,-0.012901626530626657,-0.013269674264963909,-0.010017291502058805,-0.0005094308483755666,0.008815359522248097,0.003249942576829681,-0.005111759319309992,-0.007765897277723233,-0.00896159394610372,-0.00921518173391923,-0.00921286857474645,-0.011263277585734737,0.042366785028945766,-0.025777744780705023,0.029453083307161402,-0.04293856116029252,-0.011143876955326927,0.11378902842694442,1.0,0.9936964544434522,0.9999999999999762,0.9950410502772531,0.7256363949295652,0.9950410502836425,0.4784647873586315,0.9999999999999848,0.6033012708244293,0.6144807125174824,0.7261610727132981,1.0000000000000064,1.0000000000000522,1.0000000000000346,0.9959224662637632,0.9999999999999641,0.9999999999999898,-0.0331257255742219
460nm,0.009060287274334826,0.00298271743272523,-0.008756714254976554,-0.012629661242459763,-0.013101858996407903,-0.010038370961255238,-0.0005127256692189026,0.009060287367939722,0.0034989270544531956,-0.0049337164770779825,-0.007554527671442292,-0.008752041841344508,-0.009016480226331112,-0.009014298026003332,-0.011324100522183574,0.04285923881159884,-0.026069508526066813,0.029802740867876185,-0.04315177345443902,-0.010939554105494884,0.11307177364673017,0.9936964544434522,1.0,0.9936964540683462,0.9986487025840641,0.730331593511573,0.9986487024279418,0.4815607081472335,0.9936964541099356,0.6071281271194883,0.6184567256270632,0.7288830418814417,0.9936964537119517,0.993696454077355,0.9936964541412312,0.9977648745292,0.9936964527951797,0.9936964524498426,-0.03254004602381369
485nm,0.00881535811571312,0.0027334481822657263,-0.008900334238069029,-0.012901627353894897,-0.013269674838882735,-0.010017291894276343,-0.0005094308493656099,0.008815358337838537,0.0032499415268341506,-0.005111760247001846,-0.007765898181180032,-0.008961594816310387,-0.009215182590706254,-0.009212869431075098,-0.011263277534534686,0.04236678378406402,-0.025777744078743683,0.029453082308435644,-0.0429385587328159,-0.011143876554762892,0.11378902842694914,0.9999999999999762,0.9936964540683462,1.0,0.9950410499442144,0.7256363748272144,0.9950410499505989,0.478464781851401,1.000000000000039,0.6033012812535223,0.6144806893050542,0.7261610526276577,1.0000000000000386,1.00000000000004,1.0000000000000577,0.9959224659405181,0.9999999999999915,1.0000000000000149,-0.0331257244071008
510nm,0.009096587646977839,0.0030193139750367866,-0.008723915396668195,-0.012600088361796142,-0.013080624614093924,-0.010022397591312748,-0.0005120331238178472,0.009096587748744904,0.003535510800420113,-0.004899484674395205,-0.007521458615454383,-0.008720157833167206,-0.008985061357920883,-0.00898289297442864,-0.011268008297832133,0.04281776454086388,-0.026051228694981558,0.029762951881122202,-0.04310619740010045,-0.011061605122684517,0.11322477060893078,0.9950410502772531,0.9986487025840641,0.9950410499442144,1.0,0.7293448918272601,1.000000000000002,0.480910078232372,0.9950410499774329,0.6063077001042109,0.6176211307450057,0.729872251064855,0.9950410496148863,0.9950410498998531,0.9950410500533212,0.9991149753794868,0.9950410488874976,0.9950410485906405,-0.03265327982546639
535nm,0.009232858971697025,0.001168222624198883,-0.013657019443756687,-0.018303327467622987,-0.018099230949551792,-0.013850360002656869,-0.0007020724246718321,0.009232858814172535,0.0018522675959566283,-0.008837392104461649,-0.012092486498707977,-0.013497783125290442,-0.013789750071895828,-0.013785946518014033,-0.016322873845286825,0.05421382357192107,-0.023969715299909433,0.04368753048046367,-0.0580026795266864,-0.018637244605327785,0.08257001610068873,0.7256363949295652,0.730331593511573,0.7256363748272144,0.7293448918272601,1.0,0.7293448593317035,0.6593724715846608,0.7256363760343315,0.44225040448732633,0.8468162173191469,0.9992774631997655,0.7256363628129255,0.7256363984031837,0.7256363825345079,0.7286073577345528,0.7256363427768667,0.7256363280411479,-0.05053287046741085
560nm,0.009096590549325661,0.0030193172572823153,-0.008723911745360307,-0.012600084632195684,-0.01308062142828055,-0.010022395205270785,-0.0005120331200196712,0.009096590651092208,0.003535514051567424,-0.004899481123992478,-0.007521454964908636,-0.008720154163350199,-0.008985057704066294,-0.008982889322221375,-0.011268000820213467,0.042817763408258123,-0.026051228196578208,0.029762950679572422,-0.04310619675793324,-0.011061604619051342,0.1132247706093053,0.9950410502836425,0.9986487024279418,0.9950410499505989,1.000000000000002,0.7293448593317035,1.0,0.4809100065708788,0.9950410499838624,0.6063076584372737,0.6176210793920527,0.7298722186602528,0.9950410496213273,0.995041049906203,0.9950410500596797,0.9991149753859115,0.9950410488938727,0.9950410485970399,-0.03265327208517819
585nm,0.021339175290547,0.014221630512077369,0.001575156031321934,-0.005426685750289944,-0.01162293302698782,-0.011348905639761207,-0.0010665138719263998,0.021339175042412416,0.014829790542192094,0.005788286669044763,0.0021168688417453705,-0.0002667285958244626,-0.00098075383187528,-0.0009861823279466691,-0.06107218043258293,0.05486013952390362,-0.00868923267996385,0.05464602889234551,-0.06066135204132661,0.016388942374111048,0.05444557924390189,0.4784647873586315,0.4815607081472335,0.478464781851401,0.480910078232372,0.6593724715846608,0.4809100065708788,1.0,0.47846480454755264,0.793109968430593,0.5574362038995141,0.6588960005819715,0.4784647607755209,0.47846478771965717,0.47846477448634833,0.48042377306674444,0.47846466949847877,0.47846464705001446,-0.057949611639971005
610nm,0.00881535685819726,0.00273344691641947,-0.008900335290930742,-0.012901628261593112,-0.013269675648898093,-0.010017292570782297,-0.0005094309526605843,0.00881535708032346,0.003249940261267562,-0.005111761374778134,-0.007765899248459086,-0.008961595867742459,-0.009215183636282175,-0.009212870476591764,-0.011263282585998739,0.04236678332358931,-0.025777741126646346,0.02945308334266193,-0.0429385589823383,-0.01114387473619462,0.11378902842706741,0.9999999999999848,0.9936964541099356,1.000000000000039,0.9950410499774329,0.7256363760343315,0.9950410499838624,0.47846480454755264,1.0,0.6033013068468441,0.6144807000886586,0.7261610538294839,1.0000000000000104,1.0000000000000195,0.9999999999999604,0.9959224659842878,0.9999999999999659,1.0000000000000118,-0.03312572624147416
645nm,0.0013168389395049778,-0.003162657457917631,-0.010038083799973065,-0.014385916624180779,-0.015174367392966046,-0.012713639163594142,-0.0008462458148683712,0.0013168388688589556,-0.002783988641362305,-0.007809765096785404,-0.010090153889350384,-0.011274504649954385,-0.011574905757326254,-0.011573156319124351,-0.04876141659704376,0.03973043100122968,-0.00944400806522503,0.037684267412329484,-0.04095685708077054,0.014359539839514953,0.06865009079229827,0.6033012708244293,0.6071281271194883,0.6033012812535223,0.6063077001042109,0.44225040448732633,0.6063076584372737,0.793109968430593,0.6033013068468441,1.0,0.3736783598650672,0.44137007956799595,0.6033012714957081,0.6033012734853374,0.6033012700306195,0.6057713342844632,0.6033011969165559,0.6033011848817899,-0.029310041269925598
680nm,0.0029135446610448522,-0.004526553518142342,-0.01720729894545303,-0.020803748006102088,-0.01998422685209752,-0.015472923915793376,-0.0008290859143774127,0.0029135447950752614,-0.0038973712479582136,-0.013110138578628354,-0.015823264155903242,-0.0170032046300451,-0.0172152078454422,-0.017210190399064403,-0.02260076721029802,0.053932652675063454,-0.025702515562502738,0.043007409166778456,-0.06572559301036496,-0.01960174363570289,0.06992207529397912,0.6144807125174824,0.6184567256270632,0.6144806893050542,0.6176211307450057,0.8468162173191469,0.6176210793920527,0.5574362038995141,0.6144807000886586,0.3736783598650672,1.0,0.8462043380194411,0.6144806825665733,0.6144807177675505,0.6144807000806852,0.6169965882325423,0.6144806368382216,0.6144806171109577,-0.059079667824742825
705nm,0.009257094641647546,0.0011928708333034765,-0.013634227606347601,-0.018282414326485783,-0.018083800266709228,-0.013838741429847633,-0.0007015652622852428,0.009257094489883756,0.0018768891236370972,-0.008813858264681887,-0.01206955799550676,-0.013475550084129899,-0.013767806115939892,-0.013764012078846323,-0.016282438536901214,0.0541802194551212,-0.02394788433306955,0.043660462659810384,-0.05796851131068488,-0.01872905995602425,0.08262971665021629,0.7261610727132981,0.7288830418814417,0.7261610526276577,0.729872251064855,0.9992774631997655,0.7298722186602528,0.6588960005819715,0.7261610538294839,0.44137007956799595,0.8462043380194411,1.0,0.7261610406248195,0.7261610761814365,0.726161060366823,0.7291341836508834,0.7261610207137161,0.7261610060031545,-0.050619862797136116
