Sensor,Feature,Permutation_Importance,SHAP_Value
ind01,Outdoor Dew Point,0.17121015427474512,0.3705298452144446
ind01,Outdoor Humidity,0.14311629701923828,0.3800339163139232
ind01,585nm,0.13462980579387057,0.5314109060131587
ind01,Outdoor PC(2.5),0.13739912873158044,0.7856171360696419
ind01,Outdoor Temperature,0.10475743008110897,0.7944024321366977
ind01,Outdoor PM(5.0),0.05739928459512269,1.1965989319087222
ind01,Outdoor PC(0.5),0.07478409248883666,1.3419348357061616
ind01,Outdoor PC(1.0),0.7364002637677987,6.632309449425951
ind02,Outdoor Dew Point,0.026326117841796504,0.3682934143864438
ind02,645nm,0.04396244868340486,0.4071492423461038
ind02,SolarZenithAngle,0.025795334384844316,0.4404435788513529
ind02,585nm,0.0656547581337336,0.4743486623467651
ind02,Outdoor PC(0.1),0.02218368104725308,0.5291815351932692
ind02,Outdoor Temperature,0.060510610302159006,0.6778427891480959
ind02,Outdoor PC(2.5),0.08890623474314811,1.154594571047904
ind02,Outdoor PC(0.5),0.08959746991652273,1.419779908388699
ind02,Outdoor PC(1.0),0.9400485391644869,5.93656832691095
ind03,645nm,0.025065187540378543,0.3695696449484123
ind03,Outdoor Dew Point,0.028972071439523673,0.4440843771132911
ind03,SolarZenithAngle,0.023904090751906026,0.510602649123663
ind03,585nm,0.04352409991563224,0.5219952690782623
ind03,Outdoor PC(0.1),0.01834920567322571,0.6028572873948411
ind03,Outdoor Temperature,0.04656825783735339,0.660770511819869
ind03,Outdoor PC(2.5),0.03245723827452598,0.691603627361302
ind03,Outdoor PM(5.0),0.07073217844683051,1.2118307411048994
ind03,Outdoor PC(0.5),0.11310660764325972,1.8537641200100046
ind03,Outdoor PC(1.0),0.9391784971877308,6.294480632554147
ind04,585nm,0.04131302298101176,0.3755153217228522
ind04,Outdoor Dew Point,0.0688587487828819,0.4059108410811151
ind04,Outdoor Temperature,0.08545608738365093,0.5109334109458473
ind04,645nm,0.03767492990984067,0.5260610840439057
ind04,Outdoor PC(5.0),0.09245829816886353,0.5370402427219462
ind04,Outdoor PC(2.5),0.06924154025931398,1.0655353221446848
ind04,Outdoor PC(0.5),0.1296956994335212,2.1957018664200354
ind04,Outdoor PC(1.0),0.997387397425064,6.37201948609334
ind06,645nm,0.024954987575691746,0.31586784432581
ind06,Outdoor Temperature,0.02066335996697426,0.3716093888054857
ind06,585nm,0.054465005390966416,0.3898328748596113
ind06,Outdoor PC(2.5),0.02179116325471129,0.8036018213815611
ind06,Outdoor PM(10.0),0.02021447786471282,0.9275480285420873
ind06,Outdoor PM(5.0),0.06563491353814113,1.0937852388029066
ind06,Outdoor PC(0.5),0.027234476050046762,1.1534631301476586
ind06,Outdoor PC(1.0),0.8642408407180527,6.987681072575231
ind07,645nm,0.019916493972778438,0.3028453057908553
ind07,Outdoor Dew Point,0.015608303559842884,0.32707536457768044
ind07,585nm,0.024949093615434226,0.343370638930596
ind07,SolarZenithAngle,0.015313211179537123,0.38169015743864027
ind07,Outdoor PC(0.1),0.019766742586153362,0.38311023339731565
ind07,Outdoor Temperature,0.026639527364740623,0.4776347048098558
ind07,Outdoor PC(2.5),0.05406924096697048,0.9853082941425039
ind07,Outdoor PC(0.5),0.12525377650798744,2.132567560152246
ind07,Outdoor PC(1.0),1.073266424458101,6.990916350411317
