Sensor,Feature,Permutation_Importance,SHAP_Value
ind08,Outdoor PC(10.0),0.04776938071636776,0.3823728017001043
ind08,585nm,0.015909941597986976,0.3976515231571815
ind08,Outdoor PC(0.1),0.010189168263377213,0.42136940369519016
ind08,Outdoor PM(5.0),0.02922049764243766,0.5646039924261601
ind08,Outdoor Temperature,0.02960211062228759,0.6657251365427711
ind08,Outdoor PC(2.5),0.09299689688586325,1.3677677038134117
ind08,Outdoor PC(0.5),0.06324233546270279,1.501419262647968
ind08,Outdoor PC(1.0),0.8359474205939366,5.997399567404303
ind09,585nm,0.029077566992970393,0.2973446295211758
ind09,Outdoor Dew Point,0.02419047200461133,0.362471667963427
ind09,Outdoor Pressure,0.042085874017319426,0.3972670101328317
ind09,Outdoor Temperature,0.09536755398958008,0.8476917347769665
ind09,Outdoor PC(0.1),0.07158427860303233,0.8625345394618545
ind09,Outdoor PC(2.5),0.13866041806149806,1.5466440948128761
ind09,Outdoor PC(0.5),0.16434632016158593,1.840094635535981
ind09,Outdoor PC(1.0),0.8817473886519036,5.155347810101032
ind10,Outdoor Humidity,0.011133692863686751,0.24880778642374207
ind10,SolarZenithAngle,0.015223985041547428,0.368428825749908
ind10,Outdoor Pressure,0.02870630390755822,0.4260462748236326
ind10,Outdoor PC(0.1),0.019464950210451228,0.4574247002542223
ind10,Outdoor Dew Point,0.029618897697094804,0.5280042574950836
ind10,Outdoor Temperature,0.03224455318257495,0.5547592785705389
ind10,Outdoor PC(0.5),0.11977296919893905,1.8012304529579386
ind10,Outdoor PC(2.5),0.20911861467313572,2.0541297793986013
ind10,Outdoor PC(1.0),0.7324771879106711,5.166528377177614
ind11,585nm,0.09908388050417069,0.41509191253550726
ind11,Outdoor Dew Point,0.06333611187582415,0.41747586085602517
ind11,Outdoor PC(10.0),0.05902858423460289,0.45709195083551124
ind11,Outdoor PC(0.1),0.05315078603782029,0.9599863956776639
ind11,Outdoor PC(2.5),0.06792928907118953,1.0161748637347316
ind11,Outdoor Temperature,0.08880817695313366,1.0214529795196707
ind11,Outdoor PC(0.5),0.09721057767570587,2.0275789406777225
ind11,Outdoor PC(1.0),0.7343319665439466,6.325885433159021
ind12,645nm,0.06023292148458066,0.5259123272770311
ind12,585nm,0.20532706847637652,0.673697733354634
ind12,Outdoor PC(0.1),0.0523339207003354,0.7432137486839039
ind12,Outdoor PC(10.0),0.06874785648831819,0.8529171887241308
ind12,Outdoor Temperature,0.12262897725531537,0.9877459756868966
ind12,Outdoor PC(2.5),0.09467801461868523,1.3024282201814357
ind12,Outdoor PC(0.5),0.08407090417668912,2.152800320864204
ind12,Outdoor PC(1.0),0.7808324876549887,7.2900405081781585
ind13,Outdoor Dew Point,0.13661632351349373,0.37265092864127036
ind13,585nm,0.09259509458962419,0.40633782615776476
ind13,Outdoor PC(0.3),0.31343165278495005,0.9256146755983014
ind13,Outdoor PC(0.1),0.2566045904759471,1.3375277896013031
ind13,Outdoor Temperature,0.14068660947527772,1.4653421560137228
ind13,Outdoor PC(2.5),0.19089451285898656,1.4917540611310878
ind13,Outdoor PC(0.5),0.09055374739834325,2.0348723549966956
ind13,Outdoor PC(1.0),0.8714351739069965,6.347598533578604
ind14,585nm,0.03873354258167896,0.3798585334953424
ind14,Outdoor Dew Point,0.033449901698193354,0.4635671505715869
ind14,Outdoor Temperature,0.07465518507744606,0.8988622663410839
ind14,Outdoor PC(0.3),0.27955579426367594,1.2617801590477398
ind14,Outdoor PC(2.5),0.19156194988783964,1.803895099100921
ind14,Outdoor PC(0.1),0.746717496282654,2.1814686400184815
ind14,Outdoor PC(0.5),0.26124819946548944,2.4763020541646155
ind14,Outdoor PC(1.0),0.755593311070085,5.106003558211237
ind15,645nm,0.04989692440919084,0.3712638748243645
ind15,Outdoor Dew Point,0.03144952962936307,0.40039902611106204
ind15,585nm,0.12545475756726618,0.6124135831851952
ind15,Outdoor PC(0.1),0.06856902446427852,0.7575027647068144
ind15,Outdoor Temperature,0.05258309551628286,0.7819146051234578
ind15,Outdoor PC(10.0),0.052907805383911974,0.7856645687244085
ind15,Outdoor PC(2.5),0.09077129340283344,1.1079561699376685
ind15,Outdoor PC(0.5),0.06595594970718648,1.707282726256669
ind15,Outdoor PC(1.0),0.8737939129792208,6.947062218821521
ind16,645nm,0.015569426323651481,0.2690017518951888
ind16,585nm,0.02261652535168186,0.30222181832400646
ind16,Outdoor PC(0.1),0.018398026091480602,0.3164622261114042
ind16,Outdoor Pressure,0.02299708790878594,0.3434925662278438
ind16,Outdoor Dew Point,0.02794962393503362,0.3930959267931617
ind16,Outdoor Temperature,0.04063948202679437,0.552576840311376
ind16,Outdoor PC(2.5),0.08361210183891173,1.1261691049903215
ind16,Outdoor PC(0.5),0.08930503435302155,1.5015487721071854
ind16,Outdoor PC(1.0),0.912172790754296,5.539169208021876
ind17,Outdoor Humidity,0.14965752714852912,0.40970293187947043
ind17,Outdoor Dew Point,0.044416419704455,0.5616836758556891
ind17,560nm,0.24515653077325963,0.874670272228371
ind17,Outdoor PC(0.5),0.058264657560645784,1.536794865382728
ind17,Outdoor PC(2.5),0.11542321131521258,1.588351784610247
ind17,Outdoor PC(1.0),0.5926237443311922,5.287076894112939
ind18,Outdoor Dew Point,0.017016144126649424,0.288153689623285
ind18,Outdoor PC(10.0),0.018048624875142805,0.3273536800123286
ind18,645nm,0.03702456770557845,0.3278322480095664
ind18,585nm,0.10767121682975622,0.4661661156918998
ind18,Outdoor PC(0.1),0.03802309555410015,0.8745962941740352
ind18,Outdoor Temperature,0.07445116290557481,1.1186376365289352
ind18,Outdoor PC(2.5),0.10980694492241824,1.3680754117224152
ind18,Outdoor PC(0.5),0.06773386302182774,1.4797349940116
ind18,Outdoor PC(1.0),1.0013306317041182,6.812663255910814
ind19,Outdoor Pressure,0.02563189728879158,0.3739724881361366
ind19,Outdoor Dew Point,0.0183830610465467,0.3908639678172086
ind19,Outdoor PM(5.0),0.023689934342539454,0.4585662336479624
ind19,Outdoor Temperature,0.03280742333473987,0.5379649016841028
ind19,Outdoor PC(0.1),0.026415783981400588,0.8210273541451353
ind19,Outdoor PC(2.5),0.06675998853930054,1.2019794660057592
ind19,Outdoor PC(0.5),0.17005579632274465,2.111854071355833
ind19,Outdoor PC(1.0),0.8701754894264679,6.296293493053155
ind20,585nm,0.03310411948956615,0.30482350195791674
ind20,Outdoor Dew Point,0.03257832158965546,0.6127201713982424
ind20,Outdoor PC(0.1),0.037709965665245225,0.6585945166037428
ind20,Outdoor Temperature,0.0562741167912534,0.8863027746878378
ind20,Outdoor PC(10.0),0.055373041383647556,0.983068919231818
ind20,Outdoor PC(2.5),0.13625159195706954,2.2603098245954776
ind20,Outdoor PC(0.5),0.10272196019694942,2.3858088507760193
ind20,Outdoor PC(1.0),0.8732400087716833,8.340672505826106
ind21,560nm,0.11326353866397838,0.6297636830764152
ind21,705nm,0.7831641079348133,0.6449570127148732
ind21,Outdoor Dew Point,0.4572133029045304,0.9193520723978053
ind21,585nm,0.6923932060202269,0.9560914700180998
ind21,645nm,0.20504274154417423,1.0420462762517946
ind21,Outdoor PC(2.5),0.11107990216673654,1.231321968537521
ind21,Outdoor Temperature,0.3880317518640508,1.240800059467295
ind21,Outdoor PC(1.0),0.8895275077119085,6.307871746312172
